"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: capacityPowerOf2","Param: library","Param: load","Param: loadFactor"
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.141387,0.035770,"s/op",20,HPPC_SCATTER,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.107860,0.066073,"s/op",20,HPPC_SCATTER,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.257771,0.019162,"s/op",20,HPPC_SCATTER,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.309136,0.042542,"s/op",20,HPPC_SCATTER,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.353862,0.019369,"s/op",20,HPPC_SCATTER,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.420673,0.024862,"s/op",20,HPPC_SCATTER,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.468935,0.034963,"s/op",20,HPPC_SCATTER,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.081729,0.046919,"s/op",20,FASTUTIL,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.144583,0.026968,"s/op",20,FASTUTIL,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.171910,0.016372,"s/op",20,FASTUTIL,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.206748,0.016334,"s/op",20,FASTUTIL,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.286333,0.053202,"s/op",20,FASTUTIL,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.467886,0.034260,"s/op",20,FASTUTIL,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.428745,0.016799,"s/op",20,FASTUTIL,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.134450,0.073689,"s/op",20,KOLOBOKE,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.183006,0.020260,"s/op",20,KOLOBOKE,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.243549,0.049550,"s/op",20,KOLOBOKE,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.297523,0.018314,"s/op",20,KOLOBOKE,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.315365,0.021799,"s/op",20,KOLOBOKE,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.400518,0.029743,"s/op",20,KOLOBOKE,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.447170,0.024288,"s/op",20,KOLOBOKE,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.010583,0.012664,"s/op",20,WORM,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.067311,0.042201,"s/op",20,WORM,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.056917,0.082600,"s/op",20,WORM,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.083128,0.034392,"s/op",20,WORM,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.104316,0.061815,"s/op",20,WORM,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.127352,0.058133,"s/op",20,WORM,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.171421,0.032381,"s/op",20,WORM,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.173605,0.050001,"s/op",20,WORM_LARGE,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.222135,0.084508,"s/op",20,WORM_LARGE,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.213966,0.065568,"s/op",20,WORM_LARGE,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.350507,0.384146,"s/op",20,WORM_LARGE,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.290510,0.065479,"s/op",20,WORM_LARGE,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.327640,0.042392,"s/op",20,WORM_LARGE,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.795549,0.056435,"s/op",20,WORM_LARGE,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.469279,0.084203,"s/op",21,HPPC,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.524722,0.042786,"s/op",21,HPPC,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.625298,0.109495,"s/op",21,HPPC,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.715456,0.102197,"s/op",21,HPPC,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.795852,0.096740,"s/op",21,HPPC,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.880551,0.068108,"s/op",21,HPPC,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.980632,0.112405,"s/op",21,HPPC,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.236073,0.021037,"s/op",21,HPPC_SCATTER,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.316270,0.080274,"s/op",21,HPPC_SCATTER,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.371102,0.103438,"s/op",21,HPPC_SCATTER,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.552122,0.046891,"s/op",21,HPPC_SCATTER,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.674263,0.275493,"s/op",21,HPPC_SCATTER,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.135819,0.380484,"s/op",21,HPPC_SCATTER,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.875330,0.154660,"s/op",21,HPPC_SCATTER,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.422726,0.031551,"s/op",21,FASTUTIL,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.496041,0.255626,"s/op",21,FASTUTIL,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.450128,0.022934,"s/op",21,FASTUTIL,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.636152,0.055556,"s/op",21,FASTUTIL,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.752048,0.446800,"s/op",21,FASTUTIL,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.182461,0.131033,"s/op",21,FASTUTIL,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.983980,0.489164,"s/op",21,FASTUTIL,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.701060,0.534877,"s/op",21,KOLOBOKE,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.727127,0.795569,"s/op",21,KOLOBOKE,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.900185,0.823923,"s/op",21,KOLOBOKE,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.906881,0.731670,"s/op",21,KOLOBOKE,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.990535,0.439984,"s/op",21,KOLOBOKE,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.432097,0.871701,"s/op",21,KOLOBOKE,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.407679,0.934210,"s/op",21,KOLOBOKE,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.646880,0.409408,"s/op",21,WORM,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.713330,0.812499,"s/op",21,WORM,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.814419,0.500450,"s/op",21,WORM,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.965262,0.344818,"s/op",21,WORM,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.678438,0.471631,"s/op",21,WORM,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.854960,0.659795,"s/op",21,WORM,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.183403,0.681176,"s/op",21,WORM,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.653011,0.083127,"s/op",21,WORM_LARGE,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.147239,0.513010,"s/op",21,WORM_LARGE,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.346322,0.594661,"s/op",21,WORM_LARGE,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.352650,0.178819,"s/op",21,WORM_LARGE,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.071191,0.153906,"s/op",21,WORM_LARGE,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.068532,0.053334,"s/op",21,WORM_LARGE,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.554842,0.048416,"s/op",21,WORM_LARGE,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.646379,0.231966,"s/op",22,HPPC,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.562259,0.486405,"s/op",22,HPPC,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.992156,0.243523,"s/op",22,HPPC,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,3.103593,0.400866,"s/op",22,HPPC,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,3.357683,0.140700,"s/op",22,HPPC,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,3.440158,0.280969,"s/op",22,HPPC,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,3.465886,0.021090,"s/op",22,HPPC,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.137754,0.022662,"s/op",22,HPPC_SCATTER,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.109269,0.322062,"s/op",22,HPPC_SCATTER,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.279379,0.051782,"s/op",22,HPPC_SCATTER,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.388707,0.082630,"s/op",22,HPPC_SCATTER,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.597652,0.018899,"s/op",22,HPPC_SCATTER,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.745347,0.023334,"s/op",22,HPPC_SCATTER,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.917486,0.057382,"s/op",22,HPPC_SCATTER,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.918823,0.103967,"s/op",22,FASTUTIL,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.148579,0.050462,"s/op",22,FASTUTIL,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.447240,0.174705,"s/op",22,FASTUTIL,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.428549,0.029549,"s/op",22,FASTUTIL,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.703118,0.279137,"s/op",22,FASTUTIL,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.828843,0.273242,"s/op",22,FASTUTIL,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,3.028731,0.022102,"s/op",22,FASTUTIL,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,1.916508,0.051192,"s/op",22,KOLOBOKE,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.266582,0.015527,"s/op",22,KOLOBOKE,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.462678,0.021440,"s/op",22,KOLOBOKE,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.620356,0.093660,"s/op",22,KOLOBOKE,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.846344,0.055035,"s/op",22,KOLOBOKE,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,3.118478,0.058588,"s/op",22,KOLOBOKE,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,3.286426,0.045317,"s/op",22,KOLOBOKE,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.587299,0.015515,"s/op",22,WORM,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.590196,0.020337,"s/op",22,WORM,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.631202,0.081270,"s/op",22,WORM,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.670731,0.037380,"s/op",22,WORM,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.699282,0.061579,"s/op",22,WORM,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.114703,0.732006,"s/op",22,WORM,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.860270,0.093604,"s/op",22,WORM,0.74,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.954800,0.022889,"s/op",22,WORM_LARGE,0.45,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.628214,0.038802,"s/op",22,WORM_LARGE,0.5,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,3.051828,0.031684,"s/op",22,WORM_LARGE,0.55,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,3.107657,0.024294,"s/op",22,WORM_LARGE,0.6,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.769216,0.060320,"s/op",22,WORM_LARGE,0.65,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,2.809651,0.047241,"s/op",22,WORM_LARGE,0.7,0.75
"com.carrotsearch.hppc.benchmarks.B006_HashSet_Contains_Random.contains","ss",1,5,3.245752,0.060219,"s/op",22,WORM_LARGE,0.74,0.75
